,Unnamed: 0,Title,Rating,Author,Total profile reviews,Review text,Date of visit,Date of review,Response 1,Source Zip,Source File,YearMonth,Extracted Names,Sentiment,Tour Package,Mentions Employee,Review Length,Sentiment Category,Flag for Response
1450,1450,Amazing,5,Lea J,0.0,We had an amazing experience sailing through the canals with Joop and Bink. Very entertaining and fun and all in all  nothing to complain about. So tank you very much :),,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Joop', 'Bink']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,169,Positive,Response Not Needed
1451,1451,Joris & Melanie R,5,Josh T,0.0,"The trip was amazing and I definitely want to bring more friends for a good trip ripe with historic facts, cheese and wine",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,[],4.5,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,False,122,Positive,Response Not Needed
1452,1452,touristy but good boat ride,4,Sabrina C,0.0,"exactly what we expected but very touristy - all americans on our boat actually. Nice to see and be on the water definitely, get a little history since we didn’t have friends here, and have good wine and gouda cheese. if you have time to fill and want to relax, it’s worth it",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,[],3.5,Evening Cruise - Central Station,False,275,Neutral,Need to Respond
1453,1453,Fun and informative,5,Hannah G,0.0,"Fun and informative! Jona and Sanne were great guides. We missed our original booking and were able to get rebooked for the next tour, which was very appreciated!",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Jona', 'Sanne']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,162,Positive,Response Not Needed
1454,1454,Jana and Sanne were great. Very nice and informative while being chipper. We would definitely do the tour again.,5,RobertHileman,0.0,Jana and Sanne were great. Very nice and informative while being chipper. We would definitely do the tour again. Really enjoyed,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Jana', 'Sanne']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,127,Positive,Response Not Needed
1455,1455,Enjoyable!,3,Austin C,0.0,"It was a fun 1-hour tour! I enjoyed learning about the history of Amsterdam and having some wine and cheese while at it, but if you’re only in town for a day, I would spend your time doing something else! Like a museum or a park. Definitely a must if you’re in town for more than one day, however.",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,[],4.0,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,False,297,Positive,Response Not Needed
1456,1456,Sunny bout tour in Amsterdam,5,Eden G,0.0,"We had a lovely tour with Jana and Sanne, they both are great hosts and a very good story tellers.
Very recommended ",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Jana', 'Sanne']",4.5,Evening Cruise - Anne Frank,True,116,Positive,Response Not Needed
1457,1457,Great Canal tour ,5,jth123,0.0,Great Canal tour with Jana and Sanne!  We enjoyed the commentary on a beautiful trip through the canals.  Glad to have nice weather and sunshine on the open aor boat. Thank you very much!,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Jana', 'Sanne']",4.5,Amsterdam Luxury Boat Canal Cruise - Central Station,True,187,Positive,Response Not Needed
1458,1458,Fun experience,5,Camilla S,0.0,"Best experience! Jona and Sanne were a great duo, welcoming, informative and good fun. Would recommend if you’re looking for a laidback canal tour around Amsterdam.",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Jona', 'Sanne']",5.0,Evening Cruise - Central Station,True,164,Positive,Response Not Needed
1459,1459,Fantastisch,5,Rico K,0.0,"Een prachtige reis door de grachten van Amsterdam met Marcus en Hansi. Genot van een drankje en het zonnetje, top!",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Marcus', 'Hansi']",4.5,Amsterdam Luxury Boat Canal Cruise - Central Station,True,114,Positive,Response Not Needed
1460,1460,Had a great experience with our skipper Haiko  followed by our bar tender Louis who great knowledge and stores to shaee,5,Jade B,0.0,Enjoyed my time along the canal with amsterdam open boat canal cruise. Had great weather followed by beautiful scenery and service ,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,[],4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,False,131,Positive,Response Not Needed
1461,1461,Fantastic sunny experience,5,Gemma G,0.0,"We had a wonderful, engaging and informative tour. Big thanks to Haigo and Louis.  Extra  bonus points for bringing the sunshine. ",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Haigo', 'Louis']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,130,Positive,Response Not Needed
1462,1462,Haiku & Louis were the best!,5,Jonah F,0.0,We had the most amazing canal cruise with Louis and Haiko! They were an entertaining and informational duo who made our tour so wonderful! We loved all the places flagship boats toured through and learned a ton. Couldn’t recommend more! ,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Louis', 'Haiko']",5.0,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,237,Positive,Response Not Needed
1463,1463,Fantastic!,5,josina1983,0.0,"Fantastic boat tour! Very lovely guys Louis and haigo, super informative and interactive. Would go again! ",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Louis', 'haigo']",5.0,Amsterdam Luxury Boat Canal Cruise - Central Station,True,106,Positive,Response Not Needed
1464,1464,Loved it! Would go again,5,Jodirj,0.0,Good vibes and great knowledge of Amsterdam. Really enjoyed our time with Louis and Haiko. Would definitely recommend to a friend ,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Louis', 'Haiko']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,130,Positive,Response Not Needed
1465,1465,Best Cruise Ever!,5,Eva Marlene E,0.0,Very good drinks and sympathique hosts! Abel and Adrian <3 i would definitly recommend this cruise!!,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Abel', 'Adrian']",4.5,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,100,Positive,Response Not Needed
1466,1466,Great time,5,emanuel b,0.0,"Albert, Hollen, and Alycia were a great time! Good trip around the canals with good information and humor. ",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Albert', 'Hollen', 'Alycia']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,107,Positive,Response Not Needed
1467,1467,Amazing boat ride,5,Debanjan B,0.0,Amazing stuffs and nice boat ride. We enjoyed a lot. Skipper Sina and host Cameron guided and told us the story behind the city Amsterdam,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Sina', 'Cameron']",5.0,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,137,Positive,Response Not Needed
1468,1468,Relaxing trip on Amsterdam canals,5,Shirley Johnson,0.0,"Kiyara+Sue were excellent hosts very friendly and informative
Group of friends from UK has fabulous trip",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Kiyara', 'Sue']",4.5,Evening Cruise - Central Station,True,104,Positive,Response Not Needed
1469,1469,"#TeamAlbert,Hollen&Alycia",5,Jack L,0.0,"Albert, hollen & Alycia were fantastic! Would recommend them as they tell you history and show you amsterdam from the canals. Great way to start the trip",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Albert', 'hollen', 'Alycia']",4.5,Evening Cruise - Anne Frank,True,153,Positive,Response Not Needed
1470,1470,terrific,5,Vacation63516235297,0.0,"very funny, good atmosphere, interesting stories, nice views and staff, definately a good activity to do ",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,[],5.0,Evening Cruise - Anne Frank,False,105,Positive,Response Not Needed
1471,1471,Amsterdam Wine Tour,5,Seosamh Ó,0.0,"Great trip with a great skipper (Albert) & Hosts (Hollen & Alycia).

Great info, good wine, good cheese (literal and metaphorical)",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Albert', 'Hollen', 'Alycia']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,130,Positive,Response Not Needed
1472,1472,Great Tour,5,Jaxson A,0.0,Great tour through the canals. Funny guided and a comfortable boat setup. Few other guests could be quite while the guide explains but otherwise perfect. ,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,[],4.0,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,False,154,Positive,Response Not Needed
1473,1473,lovely boat trip !!,5,tom h,0.0,"a lovely boat tour, it was so interesting and went on a great route!! Abel and Adrian were so friendly and helpful ! ",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Abel', 'Adrian']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,117,Positive,Response Not Needed
1474,1474,Everything’s perfect 👍🏽,5,Leon R,0.0,"Nice tour with very cool hosts, Abel & Adrian did. a really great job!!

Would definitely recommend!!",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Abel', 'Adrian']",4.5,Evening Cruise - Anne Frank,True,101,Positive,Response Not Needed
1475,1475,Great canal cruise!,5,jennyska72,0.0,Very nice trip on the canals with the best guides! They had a lot of interesting stories to share with lots of humor. They asked where all of the guests came from and we liked that. Our guides Jules Clayton were splendid! ⭐️⭐️⭐️⭐️⭐️,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,['Jules Clayton'],5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,232,Positive,Response Not Needed
1476,1476,Hazy lazy days of summer,5,Faith,0.0,"Lovely and leisurely tour w two wonderful guides, Jules and Clayton.

Funny and informative.  Highly recommend spending an afternoon on the canals..",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Jules', 'Clayton']",4.5,Evening Cruise - Central Station,True,148,Positive,Response Not Needed
1477,1477,outstanding experience,5,diegopbike,0.0,"the boat tour  ride was an amazing experience, captain boat Bel and the tour host Kirsi was very professional, and shared with us lots of information about Amsterdam history, and many more great feedback. my wife and I had a memorable experience, thank you.",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Bel', 'Kirsi']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,257,Positive,Response Not Needed
1478,1478,Came for the wine. Pleasantly surprised!!,5,Isabella E,0.0,"A lot of fun. We went for the wine and ended up really enjoying the commentary as well!! 
Kirsi was friendly and fun. Bel made the ride so smooth. ",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Kirsi', 'Bel']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,147,Positive,Response Not Needed
1479,1479,Great cruise with Flagship,5,Nicola B,0.0,"Great tour, funny and knowledgeable host Kirstie and great skipper Bel. Learned some facts about Amsterdam as well as enjoying cheese and wine. Recommend.",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Kirstie', 'Bel']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,154,Positive,Response Not Needed
1480,1480,Great cheese and wine tour.,5,Katja W,0.0,"Very nice tour with cheese , wine and information about Amsterdam. Bel and Kirsi did a great job and got us back safely.",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Bel', 'Kirsi']",4.5,Amsterdam Luxury Boat Canal Cruise - Central Station,True,120,Positive,Response Not Needed
1481,1481,Bel and Kirsi are fantastic captain and guide!  Made it fun. All female crew!,5,Cls907,0.0,"Bel and Kirsi are fantastic captain and guide!  Made it fun. All female crew!   Happy, share lots of info, cheese, wine, and beer.",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Bel', 'Kirsi']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,130,Positive,Response Not Needed
1482,1482,"Great experience, recommend",5,Lili B,0.0,"Harko and Sebas were amazing, great tour! We learned a lot about Amsterdam in a fun way, I recommend!",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Harko', 'Sebas']",5.0,Evening Cruise - Anne Frank,True,101,Positive,Response Not Needed
1483,1483,Love this tour,5,Kari M,0.0,"Harko and Sebas were the best guides!!! Loved the stories and history!! 
Hope they get their dinner!",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Harko', 'Sebas']",5.0,Amsterdam Luxury Boat Canal Cruise - Central Station,True,100,Positive,Response Not Needed
1484,1484,Book this canal tour!,5,Kate W,0.0,"Beautiful tour, absolutely loved it! Kiyara, Sue, and Christophe made the canal tour with their funny commentary, recommendations, and excellent service. Will absolutely book again next time I visit Amsterdam! ",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Kiyara', 'Sue', 'Christophe']",4.5,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,210,Positive,Response Not Needed
1485,1485,Harko and sebas - best guides ever,5,Aileen C,0.0,"Great tour, super chill guides, and amazing views :) had such a good time with my friends and the drinks were good too!",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,[],4.5,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,False,119,Positive,Response Not Needed
1486,1486,Fantastic boat tour!,5,Kevin M,0.0,"Kiyara and Su were the perfect combination. Knowledgeable, funny and all round super hosts! Plenty to eat and drink and we were looked after very well. Highly recommend 👏 👏 👏 ",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Kiyara', 'Su']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,175,Positive,Response Not Needed
1487,1487,Great trip,5,neicamneicam,0.0,Had a great time.  Hank  and Lars were so friendly and made the experience well worth it.  Some interstitial g sights on a comfy and quiet boat.,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Hank', 'Lars']",4.5,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,144,Positive,Response Not Needed
1488,1488,Nice trip,5,YIEN K,0.0,Lors and Hank are amazing! He is very friendly and knowledgeable about the Amsterdam history. Will recommend to others for sure,,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Lors', 'Hank']",4.5,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,127,Positive,Response Not Needed
1489,1489,Great trip around the canals,5,A1ex92,0.0,"Great trip around the canals.
Haiko and Acacia were really good and friendly guides.
Lots of knowledge.
Fully recommend",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Haiko', 'Acacia']",5.0,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,119,Positive,Response Not Needed
1490,1490,Great food and wine,5,StarmanMucia,0.0,"Great team, Kyara, Su and Christoff.
Would definitely recommend to anyone. Well worth it. Will be booking again next time in Amsterdam.",,2023-09-02 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,04 Sept 2023.xlsx,2023-09,"['Kyara', 'Su', 'Christoff']",4.5,Evening Cruise - Central Station,True,135,Positive,Response Not Needed
